	1	2	4	8	16	32	64
1	 9.68	 8.18	 8.78	 8.04	10.05	12.56	21.76
2	5.52413	6.166720000000001	8.01098	9.85211	18.516189999999998	39.57	85.32
4	5.1791	9.09396	18.43435	41.6118	92.58851	177.79	357.13
8	18.87463	45.26067	92.37701	188.51681	381.36	721.02	1432.88
16	80.63049000000001	187.92253	380.90085	749.08	1525.68	2884.78	5642.05
32	394.85616999999996	764.0902199999999	1529.55	3044.37	6138.65	11516.88	22654.30
64	1773.35	3047.38	6094.65	12264.22	24576.31	46445.94	92844.24
