run 0						
time	12V rail	5V rail	3,3V rail	POWER 12V	POWER 5V	POWER 3,3V
44.400	10.918	0.362	1.432	11.892	0.065	-0.373
44.500	10.919	0.363	1.433	11.893	0.065	-0.286
44.599	10.919	0.363	1.433	12.280	0.075	0.245
44.699	10.919	0.363	1.433	12.280	0.071	0.384
44.799	10.919	0.364	1.433	11.929	0.067	0.975
44.899	10.919	0.363	1.432	11.682	0.073	0.568
45.000	10.919	0.363	1.433	11.858	0.069	0.421
45.099	10.918	0.362	1.432	11.857	0.067	0.217
45.199	10.918	0.362	1.432	11.857	0.062	1.140
45.299	10.918	0.362	1.432	11.681	0.055	2.426
45.399	10.919	0.363	1.432	12.034	0.047	4.199
45.500	10.918	0.362	1.432	11.892	0.046	5.540
45.600	10.919	0.363	1.433	11.718	0.048	6.344
45.700	10.919	0.363	1.432	11.752	0.054	4.918
45.800	10.918	0.362	1.431	12.490	0.070	2.311
45.899	10.919	0.363	1.432	12.139	0.076	1.186
45.999	10.918	0.362	1.432	11.822	0.082	0.162
46.099	10.919	0.363	1.433	11.893	0.064	0.555
46.199	10.919	0.363	1.433	11.646	0.066	0.135
46.299	10.917	0.361	1.431	11.504	0.070	0.724
46.398	10.918	0.362	1.431	11.856	0.070	0.217
46.500	10.918	0.362	1.432	11.435	0.067	0.204
46.600	10.919	0.363	1.432	11.611	0.059	0.222
46.700	10.919	0.364	1.434	11.612	0.048	0.832
46.799	10.919	0.363	1.432	12.069	0.057	0.448
46.899	10.918	0.362	1.432	11.822	0.040	0.822
46.998	10.917	0.361	1.431	11.047	0.046	0.314
47.099	10.918	0.362	1.432	11.259	0.054	0.245
47.199	10.919	0.363	1.432	11.822	0.047	0.651
47.299	10.919	0.363	1.432	11.717	0.047	0.490
47.399	10.919	0.363	1.432	11.506	0.056	-0.101
47.499	10.919	0.363	1.432	12.385	0.045	0.651
47.599	10.918	0.362	1.431	11.857	0.064	0.651
47.698	10.919	0.363	1.432	11.963	0.057	0.619
47.800	10.918	0.362	1.432	11.786	0.062	0.794
47.899	10.919	0.363	1.432	11.964	0.063	0.268
47.999	10.919	0.363	1.433	11.823	0.060	0.610
48.099	10.919	0.363	1.432	11.823	0.061	0.808
48.199	10.918	0.362	1.432	11.927	0.058	0.411
48.300	10.919	0.364	1.433	12.562	0.062	0.799
48.399	10.918	0.362	1.432	11.505	0.058	0.628
48.499	10.919	0.363	1.433	11.647	0.064	0.684
48.599	10.919	0.363	1.433	11.612	0.067	0.841
48.699	10.918	0.362	1.432	11.752	0.068	0.393
48.800	10.919	0.363	1.433	11.929	0.061	0.582
48.898	10.919	0.363	1.433	11.893	0.068	0.679
48.998	10.917	0.361	1.431	11.926	0.067	0.577
49.099	10.918	0.362	1.432	12.173	0.065	0.849
49.200	10.919	0.363	1.432	11.928	0.073	1.200
49.300	10.918	0.362	1.432	12.314	0.065	0.545
49.399	10.919	0.363	1.433	11.682	0.062	1.025
49.499	10.919	0.363	1.432	10.802	0.068	0.241
49.599	10.918	0.362	1.432	11.998	0.070	1.200
49.699	10.920	0.364	1.433	12.246	0.071	0.813
49.800	10.919	0.364	1.433	12.070	0.065	0.905
49.900	10.920	0.364	1.433	11.859	0.056	1.298
50.000	10.919	0.363	1.432	11.893	0.055	2.057
50.099	10.919	0.363	1.431	12.315	0.070	1.845
50.199	10.919	0.363	1.431	11.893	0.049	2.652
50.300	10.919	0.363	1.431	11.928	0.019	2.969
50.399	10.919	0.363	1.432	11.893	-0.023	5.576
50.500	10.919	0.363	1.431	12.315	-0.006	6.747
50.599	10.918	0.362	1.431	11.963	-0.020	8.837
50.699	10.919	0.363	1.431	11.787	-0.036	10.907
50.798	10.916	0.360	1.428	10.835	-0.036	11.885
50.900	10.919	0.363	1.431	11.506	0.026	6.488
51.000	10.919	0.364	1.432	12.421	0.062	1.966
51.100	10.919	0.363	1.432	11.717	0.080	-0.041
51.198	10.919	0.363	1.433	12.034	0.089	-1.079
51.299	10.919	0.363	1.432	11.435	0.101	-4.977
51.400	10.919	0.363	1.432	11.436	0.116	-6.205
51.498	10.919	0.363	1.432	11.718	0.087	-5.808
51.598	10.918	0.362	1.431	12.174	0.085	-5.545
51.700	10.919	0.363	1.431	12.034	0.075	-4.910
51.799	10.920	0.364	1.433	11.226	0.080	-4.435
51.899	10.918	0.362	1.431	11.857	0.079	-4.481
51.999	10.918	0.362	1.431	11.752	0.088	-4.803
52.098	10.918	0.362	1.431	11.681	0.081	-4.342
52.200	10.918	0.362	1.431	12.209	0.076	-3.705
52.298	10.918	0.362	1.432	11.294	0.075	-4.220
52.398	10.918	0.362	1.432	11.646	0.071	-3.307
52.500	10.919	0.363	1.432	12.034	0.057	-2.222
52.600	10.919	0.363	1.431	11.893	0.029	-1.267
52.700	10.919	0.363	1.431	11.822	0.066	-5.195
52.800	10.919	0.363	1.432	11.295	0.079	-6.383
52.898	10.920	0.364	1.432	11.261	0.069	-6.149
52.998	10.919	0.364	1.432	12.105	0.068	-6.511
53.098	10.916	0.360	1.430	12.101	0.071	-5.843
53.199	10.919	0.363	1.432	11.576	0.080	-5.240
53.300	10.920	0.364	1.433	11.824	0.073	-5.888
53.398	10.918	0.362	1.432	11.998	0.085	-5.078
53.499	10.920	0.364	1.434	11.683	0.075	-4.327
53.599	10.920	0.364	1.433	11.929	0.072	-3.744
53.699	10.919	0.363	1.433	11.506	0.069	-3.475
53.799	10.919	0.363	1.432	11.541	0.067	-3.227
53.900	10.919	0.363	1.433	12.351	0.066	-3.032
54.000	10.919	0.363	1.432	11.963	0.067	-2.333
54.099	10.920	0.364	1.433	11.859	0.072	-1.860
54.198	10.918	0.362	1.431	11.505	0.063	-2.069
54.298	10.919	0.364	1.433	11.612	0.065	-1.836
54.399	10.919	0.364	1.433	11.859	0.063	-1.605
54.498	10.920	0.364	1.433	12.000	0.066	-1.347
54.598	10.919	0.363	1.432	11.822	0.068	-1.281
54.698	10.920	0.365	1.433	10.558	0.067	-0.867
54.799	10.917	0.361	1.430	11.751	0.065	-0.506
54.898	10.919	0.363	1.431	11.577	0.063	-1.046
54.999	10.919	0.363	1.433	11.788	0.057	-0.641
55.098	10.918	0.362	1.430	11.610	0.060	-0.455
55.199	10.920	0.364	1.434	11.261	0.063	-0.424
55.298	10.918	0.362	1.432	11.962	0.063	-0.262
55.398	10.918	0.362	1.432	11.716	0.067	-0.377
55.499	10.919	0.363	1.432	11.858	0.068	-0.101
55.598	10.919	0.363	1.434	11.823	0.067	-0.235
55.698	10.919	0.363	1.434	12.069	0.058	-0.244
55.799	10.918	0.362	1.432	11.962	0.068	-0.129
55.899	10.918	0.362	1.432	11.998	0.063	-0.188
55.999	10.918	0.362	1.432	11.927	0.068	-0.184
56.100	10.919	0.364	1.433	11.718	0.065	-0.258
56.199	10.919	0.363	1.434	11.647	0.069	-0.249
56.300	10.918	0.362	1.432	11.752	0.063	-0.193
56.400	10.919	0.363	1.432	11.822	0.067	-0.152
56.499	10.918	0.362	1.432	11.470	0.064	-0.207
56.598	10.918	0.362	1.432	11.752	0.064	-0.299
56.699	10.918	0.362	1.432	11.505	0.063	-0.387
56.798	10.919	0.363	1.433	11.611	0.063	-0.276
56.898	10.919	0.363	1.432	11.330	0.064	-0.295
56.999	10.919	0.363	1.433	12.033	0.067	-0.105
57.099	10.918	0.362	1.432	11.822	0.066	-0.069
57.200	10.917	0.361	1.431	11.575	0.065	0.061
57.300	10.918	0.362	1.432	11.153	0.061	-0.119
57.399	10.918	0.362	1.433	11.892	0.067	-0.165
57.500	10.918	0.362	1.432	11.505	0.062	-0.239
57.599	10.919	0.363	1.433	11.963	0.061	-0.179
57.699	10.919	0.363	1.433	11.682	0.063	-0.129
57.799	10.919	0.363	1.433	11.858	0.066	-0.064
57.898	10.919	0.363	1.432	12.350	0.062	-0.225
57.998	10.918	0.362	1.432	11.681	0.064	-0.009
58.099	10.919	0.363	1.433	11.928	0.068	-0.129
58.198	10.918	0.362	1.432	11.892	0.062	0.033
58.299	10.918	0.362	1.431	11.856	0.062	-0.096
58.398	10.919	0.363	1.432	11.682	0.062	0.010
58.498	10.919	0.363	1.433	10.521	0.061	-0.069
58.599	10.919	0.363	1.432	11.822	0.062	0.194
58.699	10.917	0.361	1.431	11.469	0.064	0.286
58.799	10.917	0.361	1.431	11.821	0.069	0.314
58.898	10.919	0.363	1.432	11.682	0.069	0.430
58.998	10.917	0.361	1.430	12.207	0.068	0.176
59.098	10.919	0.363	1.433	11.717	0.068	0.190
59.199	10.919	0.363	1.432	12.526	0.062	0.171
59.298	10.918	0.362	1.431	11.751	0.067	0.121
59.398	10.918	0.362	1.432	11.541	0.067	0.287
59.499	10.917	0.361	1.430	11.539	0.063	0.420
59.599	10.917	0.361	1.431	11.856	0.068	0.388
59.698	10.918	0.362	1.432	11.822	0.056	0.287
59.799	10.919	0.363	1.433	11.823	0.064	0.319
59.899	10.918	0.362	1.432	11.857	0.055	0.121
60.000	10.919	0.363	1.432	11.506	0.060	0.287
60.098	10.918	0.362	1.432	11.540	0.062	0.434
60.199	10.919	0.363	1.433	11.576	0.062	0.434
60.299	10.917	0.361	0.964	11.504	0.034	-0.021
run 4						
time	12V rail	5V rail	3,3V rail	POWER 12V	POWER 5V	POWER 3,3V
0.099	10.918	0.362	0.624	11.752	0.068	-1.574
0.199	10.919	0.363	0.752	11.788	0.067	-2.060
0.300	10.918	0.362	0.857	11.681	0.067	-2.270
0.400	10.919	0.363	0.949	11.506	0.065	-2.486
0.499	10.918	0.362	1.023	11.787	0.063	-2.937
0.599	10.918	0.362	1.089	11.892	0.063	-3.135
0.699	10.918	0.362	1.142	11.962	0.058	-3.350
0.799	10.917	0.361	1.186	11.715	0.065	-3.162
0.900	10.919	0.363	1.227	11.893	0.067	-3.149
0.999	10.919	0.363	1.259	11.295	0.059	-2.931
1.100	10.918	0.362	1.284	11.786	0.062	-3.147
1.200	10.919	0.363	1.309	11.999	0.060	-3.145
1.299	10.918	0.362	1.328	11.646	0.070	-3.249
1.400	10.918	0.362	1.344	11.892	0.068	-3.189
1.500	10.918	0.362	1.358	11.153	0.077	-3.364
1.599	10.917	0.361	1.368	11.539	0.058	-3.186
1.699	10.918	0.362	1.379	12.068	0.067	-3.002
1.799	10.918	0.362	1.387	11.575	0.058	-3.257
1.899	10.918	0.362	1.394	12.490	0.070	-3.237
1.999	10.918	0.362	1.400	11.083	0.056	-3.228
2.099	10.918	0.362	1.405	12.068	0.062	-3.091
2.199	10.917	0.361	1.408	11.786	0.058	-2.815
2.299	10.918	0.362	1.412	12.139	0.055	-2.865
2.400	10.918	0.362	1.415	12.068	0.027	-2.675
2.499	10.919	0.363	1.418	11.471	0.012	-2.260
2.599	10.918	0.362	1.419	11.541	0.004	-2.097
2.699	10.919	0.363	1.422	11.471	0.001	-1.708
2.799	10.919	0.363	1.424	11.788	0.024	-1.665
2.899	10.917	0.361	1.423	11.680	0.044	-2.213
2.999	10.918	0.362	1.425	11.681	0.049	-1.868
3.099	10.917	0.361	1.425	11.082	0.054	-1.665
3.199	10.918	0.362	1.426	11.786	0.068	-2.517
3.299	10.918	0.362	1.427	11.716	0.058	-2.009
3.399	10.917	0.361	1.428	11.539	0.058	-2.216
3.499	10.918	0.362	1.430	11.435	0.071	-2.173
3.600	10.918	0.362	1.429	11.575	0.068	-1.929
3.699	10.918	0.362	1.431	12.068	0.063	-2.815
3.799	10.918	0.362	1.430	11.610	0.063	-2.570
3.899	10.918	0.362	1.430	11.610	0.061	-2.500
4.000	10.917	0.361	1.430	11.329	0.065	-2.653
4.100	10.918	0.362	1.432	11.470	0.060	-2.896
4.199	10.917	0.361	1.431	11.504	0.067	-2.410
4.299	10.917	0.361	1.430	11.433	0.063	-2.754
4.399	10.919	0.363	1.432	11.435	0.062	-2.333
4.500	10.918	0.362	1.431	11.751	0.067	-1.949
4.599	10.918	0.362	1.432	11.822	0.059	-1.641
4.700	10.916	0.360	1.430	11.503	0.063	-1.193
4.799	10.918	0.362	1.432	11.576	0.061	-0.839
4.899	10.917	0.361	1.431	11.645	0.064	-0.299
5.000	10.918	0.362	1.432	11.083	0.058	-0.184
5.100	10.918	0.362	1.431	12.067	0.063	0.286
5.199	10.919	0.363	1.433	11.682	0.063	0.324
5.299	10.917	0.361	1.431	11.891	0.062	0.665
5.399	10.918	0.362	1.433	11.505	0.058	0.749
5.500	10.920	0.364	1.435	12.176	0.062	1.137
5.599	10.920	0.364	1.435	12.035	0.063	1.221
5.700	10.919	0.363	1.433	12.069	0.059	1.358
5.800	10.918	0.362	1.432	11.822	0.064	1.477
5.899	10.919	0.363	1.433	11.717	0.062	1.773
5.999	10.918	0.362	1.432	12.278	0.056	1.860
6.099	10.918	0.362	1.432	12.068	0.059	1.911
6.199	10.918	0.362	1.432	11.681	0.067	2.035
6.300	10.916	0.360	1.430	11.468	0.059	2.013
6.399	10.919	0.363	1.433	11.858	0.064	2.082
6.499	10.918	0.362	1.432	11.822	0.058	2.128
6.600	10.918	0.362	1.432	11.364	0.058	2.109
6.699	10.917	0.361	1.431	11.610	0.062	2.103
6.800	10.917	0.361	1.432	11.610	0.062	2.238
6.900	10.919	0.363	1.434	12.034	0.061	2.153
7.000	10.915	0.359	1.430	11.467	0.066	2.208
7.100	10.914	0.358	1.429	12.802	0.061	2.219
7.199	10.915	0.359	1.430	11.361	0.066	2.304
7.299	10.915	0.359	1.431	10.517	0.063	2.466
7.399	10.915	0.359	1.431	11.854	0.070	2.549
7.499	10.916	0.360	1.432	11.890	0.063	2.578
7.599	10.918	0.362	1.433	11.575	0.064	2.946
7.699	10.918	0.362	1.433	11.575	0.062	2.992
7.799	10.918	0.362	1.433	11.962	0.065	3.236
7.899	10.918	0.362	1.433	12.455	0.062	3.449
7.999	10.918	0.362	1.432	11.681	0.061	3.630
8.100	10.918	0.362	1.433	11.787	0.066	3.600
8.200	10.918	0.362	1.431	11.294	0.062	3.726
8.299	10.917	0.361	1.431	11.786	0.063	3.979
8.399	10.918	0.362	1.432	12.455	0.067	4.146
8.499	10.919	0.363	1.432	11.822	0.067	4.610
8.599	10.918	0.362	1.432	11.962	0.064	4.835
8.700	10.917	0.361	1.431	11.434	0.064	5.070
8.799	10.919	0.363	1.433	11.752	0.068	5.501
8.899	10.919	0.363	1.432	11.647	0.064	5.745
8.999	10.917	0.361	1.430	11.644	0.063	6.213
9.099	10.919	0.363	1.432	12.139	0.059	6.431
9.200	10.919	0.363	1.433	11.646	0.062	6.701
9.300	10.918	0.362	1.431	11.470	0.064	6.970
9.399	10.918	0.362	1.431	12.278	0.062	7.293
9.499	10.918	0.362	1.432	11.435	0.066	7.429
9.600	10.918	0.362	1.432	12.208	0.061	7.614
9.699	10.918	0.362	1.432	11.294	0.061	7.925
9.799	10.919	0.363	1.433	11.682	0.061	7.978
9.899	10.919	0.363	1.433	11.611	0.062	7.893
10.000	10.918	0.362	1.433	11.681	0.059	7.730
10.099	10.918	0.362	1.433	11.681	0.063	7.492
10.199	10.918	0.362	1.432	11.751	0.058	7.507
10.299	10.918	0.362	1.432	11.435	0.059	7.539
10.399	10.918	0.362	1.432	11.962	0.056	7.595
10.499	10.919	0.364	1.434	12.105	0.059	7.746
10.600	10.919	0.363	1.433	11.330	0.054	7.889
10.699	10.919	0.364	1.433	11.577	0.060	8.012
10.800	10.918	0.362	1.431	10.415	0.057	8.275
10.900	10.918	0.362	1.431	11.822	0.063	8.567
10.999	10.919	0.363	1.433	11.752	0.055	8.861
11.100	10.919	0.363	1.433	11.752	0.054	9.105
11.199	10.918	0.362	1.432	11.610	0.058	9.256
11.299	10.918	0.362	1.431	11.611	0.068	9.563
11.399	10.919	0.363	1.433	11.717	0.070	9.860
11.499	10.918	0.362	1.432	11.435	0.074	9.973
11.599	10.919	0.363	1.433	11.752	0.067	9.705
11.699	10.918	0.362	1.432	10.978	0.069	9.807
11.799	10.918	0.362	1.432	11.470	0.059	9.772
11.899	10.918	0.362	1.433	11.963	0.054	9.738
11.999	10.918	0.362	1.432	11.681	0.059	9.717
12.099	10.918	0.362	1.432	10.450	0.057	9.904
12.199	10.918	0.362	1.432	11.576	0.054	10.047
12.299	10.918	0.362	1.432	11.611	0.059	10.081
12.399	10.919	0.363	1.432	10.556	0.062	10.201
12.499	10.917	0.361	1.432	11.434	0.067	10.061
12.600	10.918	0.362	1.432	11.892	0.063	10.086
12.700	10.918	0.362	1.432	12.384	0.076	10.277
12.799	10.915	0.359	1.430	11.643	0.078	10.423
12.900	10.918	0.362	1.432	11.927	0.064	10.898
13.000	10.918	0.362	1.432	12.349	0.049	10.810
13.099	10.918	0.362	1.433	12.103	0.071	11.796
13.200	10.918	0.362	1.432	11.576	0.067	12.001
13.299	10.918	0.362	1.433	12.068	0.068	12.345
13.399	10.917	0.361	1.432	11.821	0.064	12.115
13.499	10.916	0.360	1.431	11.820	0.065	12.239
13.599	10.916	0.360	1.431	11.433	0.058	12.179
13.700	10.918	0.362	1.433	11.927	0.062	11.568
13.800	10.916	0.360	1.431	11.890	0.051	11.474
13.899	10.918	0.362	1.432	12.103	0.061	11.384
13.998	10.919	0.363	1.433	11.330	0.066	11.450
14.099	10.918	0.362	1.432	11.646	0.055	11.290
14.199	10.918	0.362	1.432	12.138	0.062	11.244
14.299	10.917	0.361	1.432	11.821	0.065	11.114
14.400	10.918	0.362	1.432	12.174	0.061	11.041
14.499	10.918	0.362	1.432	11.505	0.067	10.241
14.599	10.918	0.362	1.433	12.279	0.063	10.107
14.700	10.918	0.362	1.433	11.083	0.063	10.524
14.799	10.918	0.362	1.432	11.892	0.068	10.123
14.898	10.918	0.362	1.432	12.350	0.068	10.010
14.999	10.919	0.363	1.433	11.963	0.062	10.206
15.099	10.919	0.363	1.433	11.471	0.067	10.677
15.199	10.917	0.361	1.431	11.750	0.064	10.556
15.300	10.917	0.361	1.431	12.243	0.063	10.377
15.400	10.918	0.362	1.432	11.505	0.065	10.547
15.499	10.918	0.362	1.432	11.541	0.060	10.621
15.599	10.918	0.362	1.432	11.646	0.062	9.729
15.699	10.918	0.362	1.433	11.646	0.064	9.486
15.799	10.918	0.362	1.432	12.138	0.058	8.460
15.900	10.917	0.361	1.430	11.644	0.054	7.741
15.999	10.917	0.361	1.432	12.067	0.060	7.289
16.099	10.918	0.362	1.434	11.434	0.053	6.433
16.199	10.918	0.362	1.433	11.716	0.053	5.747
16.298	10.918	0.362	1.433	12.243	0.055	5.171
16.400	10.918	0.362	1.434	11.962	0.051	4.869
16.499	10.917	0.361	1.433	11.680	0.051	4.456
16.599	10.918	0.362	1.433	11.892	0.054	3.952
16.699	10.918	0.362	1.433	11.751	0.061	3.586
16.800	10.917	0.361	1.433	10.836	0.064	3.568
16.899	10.916	0.360	1.431	11.538	0.060	3.223
16.999	10.917	0.361	1.433	11.962	0.061	3.254
17.099	10.917	0.361	1.432	11.715	0.048	3.055
17.199	10.917	0.361	1.431	11.504	0.033	3.637
17.299	10.917	0.361	1.431	11.785	0.020	4.595
17.399	10.918	0.362	1.432	11.892	0.034	5.560
17.499	10.918	0.362	1.433	11.786	0.064	5.832
17.599	10.917	0.361	1.432	12.032	0.055	5.013
17.700	10.916	0.360	1.430	11.750	0.054	5.918
17.799	10.917	0.361	1.430	11.785	-0.014	12.300
17.900	10.917	0.361	1.430	11.293	0.034	9.192
17.999	10.917	0.361	1.432	12.102	0.029	5.488
18.099	10.917	0.361	1.432	11.856	0.056	1.854
18.199	10.918	0.362	1.434	11.752	0.066	-0.812
18.299	10.917	0.361	1.432	11.856	0.068	-3.403
18.399	10.918	0.362	1.433	12.139	0.074	-5.126
18.499	10.916	0.360	1.430	11.890	0.076	-6.851
18.600	10.918	0.362	1.432	11.364	0.079	-7.566
18.700	10.919	0.363	1.433	11.858	0.076	-8.149
18.799	10.915	0.359	1.430	11.784	0.075	-8.390
18.900	10.914	0.359	1.429	11.783	0.073	-8.103
18.999	10.915	0.359	1.431	12.275	0.076	-8.153
19.099	10.915	0.359	1.431	11.572	0.072	-8.201
19.200	10.913	0.358	1.429	11.852	0.076	-8.458
19.299	10.915	0.359	1.430	12.099	0.066	-8.924
19.399	10.914	0.359	1.431	11.783	0.067	-9.354
19.500	10.915	0.359	1.432	11.713	0.066	-9.820
19.599	10.917	0.361	1.433	12.066	0.069	-10.336
19.699	10.917	0.361	1.433	11.750	0.058	-10.438
19.800	10.918	0.362	1.435	11.751	0.064	-10.750
19.899	10.918	0.362	1.435	12.314	0.061	-10.574
20.000	10.918	0.362	1.435	12.068	0.068	-10.486
20.099	10.918	0.362	1.434	11.857	0.068	-10.468
20.199	10.918	0.362	1.433	11.400	0.068	-10.445
20.299	10.918	0.362	1.434	12.174	0.068	-10.558
20.399	10.918	0.362	1.433	11.892	0.069	-10.438
20.499	10.918	0.362	1.433	11.752	0.060	-10.368
20.599	10.919	0.363	1.434	11.154	0.061	-10.717
20.700	10.919	0.363	1.433	11.752	0.057	-10.648
20.799	10.918	0.362	1.432	11.716	0.062	-11.312
20.899	10.918	0.362	1.433	12.139	0.057	-11.577
21.000	10.918	0.362	1.433	11.716	0.057	-11.980
21.099	10.918	0.362	1.434	11.645	0.055	-12.112
21.200	10.918	0.362	1.433	11.681	0.056	-12.274
21.299	10.917	0.361	1.432	11.574	0.058	-11.593
21.399	10.918	0.362	1.433	12.139	0.063	-11.414
21.499	10.918	0.362	1.432	12.350	0.061	-11.346
21.600	10.918	0.362	1.432	11.856	0.058	-11.051
21.699	10.918	0.362	1.432	11.716	0.060	-11.026
21.799	10.917	0.361	1.432	11.363	0.058	-10.613
21.899	10.918	0.362	1.433	11.821	0.060	-10.165
21.999	10.918	0.362	1.432	11.821	0.061	-9.656
22.099	10.917	0.361	1.434	11.856	0.068	-9.027
22.200	10.917	0.361	1.432	11.750	0.061	-9.328
22.300	10.917	0.361	1.432	11.575	0.072	-9.000
22.399	10.916	0.360	1.431	12.031	0.064	-8.271
22.500	10.918	0.362	1.433	11.611	0.063	-8.645
22.599	10.918	0.362	1.432	11.716	0.061	-8.913
22.699	10.917	0.361	1.434	11.751	0.060	-8.410
22.799	10.918	0.362	1.433	11.751	0.063	-8.503
22.899	10.918	0.362	1.435	10.907	0.065	-8.137
22.999	10.918	0.362	1.433	12.103	0.069	-6.732
23.098	10.918	0.362	1.434	12.068	0.068	-6.122
23.199	10.918	0.362	1.433	12.278	0.070	-4.832
23.299	10.918	0.362	1.434	11.400	0.068	-3.902
23.399	10.919	0.363	1.434	11.611	0.066	-3.256
23.500	10.918	0.362	1.434	11.083	0.070	-2.628
23.600	10.918	0.362	1.433	11.856	0.065	-1.799
23.699	10.917	0.361	1.431	11.750	0.068	-1.069
23.799	10.918	0.362	1.433	11.646	0.067	-0.715
23.899	10.918	0.362	1.433	11.963	0.067	-0.336
23.999	10.917	0.361	1.432	12.173	0.067	0.084
24.099	10.917	0.361	1.432	11.610	0.072	0.301
24.198	10.917	0.361	1.432	11.926	0.064	0.674
24.299	10.919	0.363	1.433	11.576	0.063	0.984
24.399	10.917	0.361	1.431	11.680	0.066	1.540
24.499	10.915	0.359	1.430	10.623	0.065	1.958
24.598	10.918	0.362	1.433	11.857	0.064	2.733
24.699	10.918	0.362	1.433	11.822	0.061	3.070
24.799	10.918	0.362	1.432	11.997	0.068	3.668
24.899	10.919	0.363	1.434	12.034	0.068	4.227
24.999	10.918	0.362	1.432	11.892	0.063	5.047
25.099	10.918	0.362	1.433	11.575	0.072	5.946
25.198	10.918	0.362	1.433	11.927	0.069	6.946
25.299	10.918	0.362	1.434	11.541	0.073	7.754
25.399	10.918	0.362	1.432	12.349	0.070	8.728
25.499	10.919	0.363	1.434	11.717	0.074	9.601
25.599	10.917	0.361	1.431	11.469	0.066	10.236
25.700	10.918	0.362	1.432	11.505	0.073	10.586
25.798	10.917	0.361	1.431	11.469	0.067	10.517
25.899	10.919	0.363	1.434	11.049	0.067	10.564
26.000	10.918	0.362	1.433	11.646	0.063	10.898
26.099	10.919	0.363	1.433	11.611	0.064	11.286
26.199	10.919	0.363	1.433	11.576	0.063	11.826
26.299	10.918	0.362	1.433	11.541	0.067	12.364
26.399	10.918	0.362	1.432	11.294	0.068	12.928
26.499	10.916	0.360	1.432	11.679	0.065	13.480
26.599	10.918	0.362	1.433	11.681	0.064	13.702
26.699	10.918	0.362	1.432	11.435	0.070	13.768
26.799	10.917	0.361	1.432	11.609	0.064	13.771
26.900	10.918	0.362	1.433	11.786	0.068	13.885
26.998	10.919	0.363	1.434	12.174	0.064	14.089
27.099	10.918	0.362	1.432	12.278	0.069	14.147
27.200	10.918	0.362	1.432	11.821	0.067	14.266
27.299	10.918	0.362	1.432	10.626	0.068	14.123
27.399	10.916	0.360	1.432	12.136	0.066	14.250
27.499	10.918	0.362	1.433	11.927	0.071	14.712
27.599	10.917	0.361	1.432	11.610	0.063	14.963
27.700	10.918	0.362	1.432	11.892	0.069	15.585
27.800	10.918	0.362	1.432	11.892	0.070	15.655
27.899	10.918	0.362	1.433	12.243	0.069	15.845
28.000	10.918	0.362	1.433	11.962	0.070	15.912
28.099	10.918	0.362	1.432	11.364	0.061	15.337
28.200	10.918	0.362	1.432	11.927	0.063	14.993
28.299	10.918	0.362	1.432	12.244	0.065	14.746
28.400	10.918	0.362	1.433	11.892	0.061	14.785
28.500	10.918	0.362	1.433	11.716	0.067	14.465
28.599	10.917	0.361	1.430	12.277	0.061	13.947
28.699	10.917	0.361	1.431	11.750	0.061	13.520
28.799	10.918	0.362	1.432	12.138	0.062	12.951
28.898	10.918	0.362	1.432	11.223	0.067	12.498
28.999	10.918	0.362	1.432	11.470	0.061	12.277
29.100	10.916	0.360	1.431	11.750	0.058	12.251
29.198	10.917	0.361	1.432	11.891	0.060	12.356
29.300	10.917	0.361	1.431	11.751	0.060	12.403
29.398	10.918	0.362	1.433	11.962	0.061	12.158
29.498	10.917	0.361	1.431	11.574	0.064	12.243
29.599	10.918	0.362	1.432	11.681	0.062	12.637
29.698	10.918	0.362	1.433	11.787	0.063	11.699
29.798	10.919	0.363	1.433	12.033	0.062	10.714
29.899	10.918	0.362	1.432	11.998	0.061	9.412
29.998	10.918	0.362	1.433	11.681	0.059	8.646
30.098	10.918	0.362	1.432	12.138	0.060	7.702
30.198	10.918	0.362	1.432	11.822	0.055	6.993
30.299	10.918	0.362	1.432	11.576	0.061	6.274
30.399	10.915	0.359	1.429	11.642	0.056	5.732
30.500	10.915	0.359	1.430	12.135	0.057	4.990
30.599	10.918	0.362	1.433	11.892	0.058	4.602
30.699	10.918	0.362	1.434	11.681	0.059	4.170
30.799	10.918	0.362	1.434	11.716	0.057	3.889
30.898	10.917	0.361	1.432	11.433	0.055	3.456
30.998	10.918	0.362	1.433	11.892	0.054	3.227
31.099	10.919	0.363	1.433	11.963	0.061	3.038
31.199	10.918	0.362	1.433	12.208	0.058	2.876
31.298	10.917	0.361	1.432	11.961	0.062	2.454
31.398	10.919	0.363	1.434	12.033	0.062	1.812
31.498	10.917	0.361	1.433	11.434	0.056	1.159
31.600	10.918	0.362	1.433	11.963	0.063	0.933
31.700	10.917	0.361	1.431	11.469	0.059	0.286
31.799	10.918	0.362	1.432	12.138	0.054	-0.211
31.899	10.918	0.362	1.433	11.787	0.057	-0.881
31.999	10.918	0.362	1.433	11.575	0.060	-1.633
32.098	10.917	0.361	1.432	11.399	0.056	-2.717
32.198	10.918	0.362	1.434	11.716	0.060	-3.603
32.299	10.918	0.362	1.433	11.716	0.058	-4.273
32.400	10.918	0.362	1.433	12.139	0.059	-5.050
32.499	10.918	0.362	1.433	11.787	0.057	-5.897
32.599	10.918	0.362	1.432	11.646	0.061	-6.260
32.700	10.919	0.363	1.432	11.752	0.064	-6.251
32.799	10.918	0.362	1.431	12.349	0.065	-6.076
32.899	10.917	0.361	1.432	11.821	0.059	-6.271
