run 0						
time	12V rail	5V rail	3,3V rail	POWER 12V	POWER 5V	POWER 3,3V
128.698	11.226	0.670	1.499	12.553	0.113	0.749
128.797	11.225	0.669	1.498	12.733	0.121	0.334
128.897	11.225	0.669	1.498	13.094	0.119	0.411
128.998	11.227	0.671	1.500	12.663	0.126	0.146
129.098	11.224	0.668	1.497	12.442	0.116	-0.120
129.197	11.227	0.671	1.501	13.061	0.126	-0.671
129.298	11.229	0.674	1.502	12.738	0.109	-0.797
129.397	11.230	0.674	1.502	12.810	0.124	-1.238
129.498	11.225	0.669	1.497	12.552	0.112	-1.905
129.597	11.223	0.667	1.497	11.826	0.121	-2.275
129.698	11.222	0.666	1.496	12.512	0.112	-2.814
129.798	11.221	0.665	1.496	12.113	0.122	-3.171
129.899	11.222	0.666	1.496	12.549	0.112	-3.638
129.998	11.221	0.666	1.497	12.367	0.116	-4.089
130.098	11.223	0.667	1.497	12.513	0.112	-4.364
130.197	11.223	0.667	1.500	12.369	0.119	-4.536
130.297	11.221	0.665	1.497	12.837	0.122	-4.865
130.398	11.221	0.665	1.497	12.619	0.127	-4.852
130.498	11.221	0.665	1.498	12.764	0.120	-4.819
130.598	11.220	0.665	1.498	12.619	0.127	-4.428
130.698	11.221	0.665	1.498	12.475	0.122	-4.169
130.798	11.221	0.665	1.498	12.294	0.135	-4.227
130.898	11.224	0.668	1.501	12.442	0.119	-4.346
130.998	11.221	0.665	1.498	12.511	0.125	-4.623
131.097	11.222	0.667	1.501	12.368	0.121	-4.646
131.198	11.225	0.669	1.502	12.226	0.119	-4.939
131.298	11.224	0.668	1.501	13.020	0.114	-5.432
131.398	11.222	0.667	1.500	12.766	0.123	-5.489
131.497	11.221	0.665	1.498	12.403	0.120	-5.930
131.598	11.221	0.665	1.499	12.692	0.125	-6.140
131.697	11.222	0.667	1.500	12.441	0.125	-6.535
131.798	11.222	0.667	1.499	12.332	0.133	-6.543
131.897	11.222	0.666	1.498	12.404	0.165	-6.539
131.998	11.222	0.666	1.499	12.549	0.118	-6.466
132.097	11.221	0.665	1.499	12.150	0.157	-7.142
132.198	11.221	0.665	1.499	11.571	0.129	-8.077
132.298	11.223	0.667	1.501	12.405	0.133	-8.218
132.398	11.223	0.668	1.502	12.297	0.114	-7.811
132.498	11.223	0.667	1.500	11.791	0.116	-7.493
132.599	11.228	0.672	1.503	12.410	0.121	-7.133
132.697	11.221	0.665	1.498	12.403	0.110	-7.660
132.798	11.220	0.665	1.497	12.619	0.103	-7.422
132.897	11.222	0.667	1.500	12.296	0.099	-6.955
132.997	11.223	0.667	1.500	12.875	0.112	-6.831
133.098	11.224	0.668	1.501	12.153	0.106	-7.317
133.198	11.220	0.665	1.499	11.896	0.122	-6.970
133.297	11.222	0.666	1.500	12.332	0.116	-7.062
133.397	11.222	0.667	1.499	12.043	0.114	-7.210
133.497	11.222	0.667	1.500	12.910	0.097	-7.239
133.597	11.222	0.667	1.501	12.549	0.116	-7.656
133.699	11.222	0.667	1.501	12.187	0.095	-8.102
133.798	11.223	0.667	1.501	12.116	0.121	-8.334
133.899	11.223	0.667	1.501	12.152	0.108	-8.238
133.998	11.223	0.668	1.501	12.008	0.114	-8.457
134.097	11.223	0.667	1.500	12.369	0.106	-8.500
134.197	11.227	0.671	1.503	12.337	0.111	-8.321
134.297	11.221	0.665	1.498	12.403	0.116	-7.746
134.397	11.225	0.669	1.501	12.298	0.121	-7.635
134.497	11.218	0.663	1.496	12.400	0.122	-7.514
134.598	11.220	0.664	1.498	12.004	0.107	-7.400
134.697	11.226	0.670	1.503	12.191	0.121	-7.191
134.798	11.221	0.666	1.500	12.620	0.108	-7.173
134.897	11.222	0.666	1.499	12.404	0.110	-6.968
134.998	11.224	0.668	1.501	12.695	0.123	-6.798
135.098	11.223	0.668	1.501	12.586	0.116	-6.755
135.197	11.221	0.666	1.500	12.186	0.112	-6.213
135.298	11.221	0.665	1.499	12.222	0.122	-5.833
135.398	11.225	0.669	1.503	12.624	0.119	-5.926
135.498	11.220	0.665	1.500	11.716	0.122	-5.315
135.597	11.219	0.664	1.500	11.823	0.122	-5.136
135.697	11.223	0.667	1.502	12.296	0.116	-5.064
135.797	11.221	0.666	1.501	12.259	0.116	-5.459
135.897	11.222	0.666	1.502	12.440	0.129	-4.846
135.998	11.224	0.668	1.504	12.334	0.119	-5.468
136.098	11.223	0.668	1.502	12.369	0.121	-5.564
136.198	11.224	0.668	1.502	12.334	0.114	-5.593
136.298	11.224	0.668	1.502	12.009	0.121	-5.462
136.398	11.223	0.668	1.501	12.659	0.116	-6.099
136.497	11.224	0.668	1.502	12.443	0.123	-4.823
136.597	11.223	0.668	1.500	12.514	0.119	-5.599
136.698	11.224	0.668	1.502	12.153	0.123	-5.216
136.797	11.224	0.668	1.501	12.442	0.123	-4.399
136.898	11.223	0.668	1.500	12.369	0.123	-3.856
136.998	11.224	0.668	1.501	12.370	0.121	-3.466
137.098	11.223	0.667	1.500	12.911	0.131	-2.270
137.197	11.222	0.666	1.499	12.368	0.127	-2.216
137.297	11.222	0.666	1.499	12.368	0.133	-1.400
137.397	11.222	0.666	1.499	12.548	0.127	-0.801
137.497	11.222	0.666	1.500	12.331	0.127	-0.449
137.598	11.222	0.666	1.499	12.476	0.125	0.121
137.698	11.222	0.666	1.499	12.657	0.125	0.290
137.798	11.222	0.666	1.500	12.331	0.118	0.498
137.898	11.221	0.665	1.500	12.295	0.127	0.846
137.998	11.222	0.666	1.500	12.332	0.118	1.088
138.097	11.220	0.665	1.498	12.366	0.124	1.284
138.197	11.223	0.667	1.501	12.405	0.119	1.422
138.297	11.223	0.667	1.500	12.477	0.123	1.576
138.398	11.223	0.667	1.501	12.224	0.119	1.761
138.498	11.223	0.668	1.501	12.442	0.123	1.838
138.597	11.223	0.667	1.499	12.405	0.118	1.995
138.698	11.223	0.667	1.499	12.260	0.116	1.990
138.797	11.223	0.668	1.500	13.092	0.119	2.102
138.898	11.223	0.668	1.501	12.478	0.116	2.404
138.998	11.223	0.667	1.500	12.260	0.121	2.750
139.099	11.223	0.667	1.501	12.369	0.114	3.036
139.197	11.222	0.666	1.499	12.404	0.120	3.579
139.297	11.222	0.667	1.500	12.296	0.121	3.686
139.398	11.224	0.668	1.501	12.334	0.132	4.169
139.497	11.224	0.668	1.500	12.442	0.114	4.205
139.598	11.223	0.667	1.499	12.116	0.121	4.719
139.697	11.223	0.667	1.500	12.260	0.127	5.065
139.798	11.223	0.667	1.500	12.333	0.123	5.919
139.898	11.223	0.668	1.500	11.935	0.125	6.293
139.997	11.223	0.668	1.500	11.935	0.121	7.224
140.097	11.223	0.667	1.501	12.224	0.121	7.706
140.197	11.222	0.667	1.500	12.260	0.125	8.525
140.297	11.223	0.668	1.501	12.225	0.127	8.995
140.398	11.221	0.666	1.500	12.006	0.131	9.734
140.498	11.223	0.668	1.501	12.333	0.123	9.979
140.597	11.222	0.666	1.498	12.078	0.125	10.701
140.697	11.225	0.669	1.501	12.515	0.127	10.499
140.798	11.223	0.668	1.499	12.225	0.129	10.442
140.897	11.223	0.668	1.500	12.044	0.121	10.318
140.997	11.225	0.669	1.501	12.805	0.123	10.538
141.098	11.224	0.668	1.500	13.201	0.121	10.809
141.198	11.224	0.668	1.501	11.539	0.110	11.031
141.297	11.223	0.667	1.500	12.477	0.110	11.265
141.399	11.225	0.669	1.502	12.263	0.117	11.870
141.497	11.225	0.669	1.502	12.335	0.121	12.305
141.598	11.223	0.667	1.499	12.224	0.119	12.598
141.698	11.221	0.666	1.498	12.512	0.116	12.858
141.797	11.220	0.664	1.498	12.221	0.114	13.270
141.898	11.221	0.665	1.499	12.475	0.120	13.266
141.998	11.220	0.664	1.497	12.402	0.116	13.139
142.097	11.219	0.663	1.497	12.184	0.120	12.977
142.198	11.221	0.665	1.500	12.005	0.118	12.993
142.297	11.222	0.666	1.499	12.368	0.120	13.235
142.397	11.222	0.667	1.501	12.187	0.121	13.293
142.498	11.224	0.668	1.502	12.334	0.132	13.317
142.598	11.223	0.667	1.500	12.405	0.123	13.353
142.699	11.223	0.668	1.501	12.225	0.119	13.270
142.798	11.222	0.666	1.499	12.512	0.136	13.262
142.897	11.219	0.664	1.498	12.401	0.124	13.176
142.998	11.220	0.665	1.498	12.655	0.131	13.423
143.097	11.222	0.667	1.501	12.657	0.121	13.673
143.197	11.223	0.668	1.500	13.092	0.134	14.020
143.298	11.221	0.665	1.498	12.836	0.127	14.443
143.397	11.221	0.666	1.499	11.644	0.138	14.327
143.498	11.222	0.666	1.500	12.404	0.127	14.772
143.597	11.222	0.666	1.500	12.043	0.129	14.579
143.697	11.220	0.665	1.499	12.366	0.112	14.616
143.797	11.221	0.665	1.498	12.439	0.127	13.849
143.898	11.223	0.667	1.500	12.369	0.127	14.136
143.998	11.222	0.667	1.499	13.272	0.125	13.953
144.097	11.224	0.668	1.501	12.731	0.123	13.671
144.197	11.222	0.666	1.500	11.970	0.129	13.777
144.298	11.220	0.665	1.499	12.402	0.120	13.538
144.398	11.217	0.661	1.496	11.893	0.126	13.102
144.497	11.218	0.662	1.498	11.930	0.126	12.877
144.597	11.218	0.662	1.498	12.291	0.120	12.216
144.697	11.212	0.656	1.493	12.465	0.125	12.235
144.797	11.212	0.657	1.495	12.466	0.121	11.732
144.897	11.215	0.659	1.498	12.541	0.138	12.274
144.997	11.216	0.660	1.498	12.289	0.136	12.021
145.097	11.215	0.659	1.498	12.938	0.111	12.079
145.197	11.218	0.662	1.502	12.472	0.126	12.284
145.297	11.217	0.661	1.502	12.362	0.117	12.272
145.397	11.218	0.662	1.501	12.544	0.124	12.189
145.498	11.216	0.660	1.498	12.578	0.122	12.081
145.598	11.217	0.661	1.499	12.037	0.122	11.582
145.697	11.215	0.659	1.498	12.397	0.115	10.744
145.798	11.215	0.659	1.498	12.216	0.104	9.755
145.897	11.217	0.661	1.500	12.615	0.109	8.886
145.999	11.216	0.660	1.499	12.542	0.100	7.890
146.097	11.216	0.660	1.499	12.398	0.111	7.119
146.198	11.217	0.661	1.499	13.410	0.105	6.447
146.299	11.217	0.661	1.500	12.796	0.092	5.887
146.398	11.217	0.661	1.500	12.795	0.102	5.309
146.497	11.220	0.664	1.503	12.366	0.097	4.928
146.597	11.217	0.661	1.498	12.398	0.109	4.624
146.697	11.218	0.662	1.499	12.508	0.101	3.882
146.797	11.220	0.665	1.502	12.655	0.114	3.585
146.897	11.219	0.664	1.501	12.401	0.105	3.201
146.997	11.220	0.665	1.501	12.836	0.122	3.081
147.097	11.220	0.665	1.501	13.125	0.122	3.017
147.198	11.219	0.663	1.500	12.112	0.111	2.421
147.298	11.219	0.663	1.499	12.292	0.114	1.599
147.397	11.219	0.663	1.499	12.690	0.116	1.053
147.497	11.219	0.663	1.500	12.111	0.107	0.324
147.597	11.217	0.661	1.498	12.471	0.100	-0.245
147.697	11.217	0.661	1.500	12.363	0.107	-0.777
147.797	11.218	0.662	1.501	12.471	0.107	-1.290
147.898	11.218	0.662	1.501	12.508	0.109	-2.359
147.998	11.218	0.662	1.501	12.833	0.107	-3.529
148.099	11.218	0.662	1.500	12.761	0.111	-4.634
148.197	11.219	0.663	1.501	12.112	0.114	-5.999
148.297	11.221	0.665	1.502	12.801	0.112	-6.962
148.397	11.222	0.667	1.503	12.657	0.101	-7.721
148.497	11.221	0.665	1.501	13.270	0.107	-8.286
148.597	11.218	0.663	1.499	12.978	0.111	-8.082
148.697	11.220	0.664	1.500	12.510	0.116	-8.123
148.797	11.221	0.666	1.501	13.560	0.114	-8.634
148.897	11.218	0.663	1.498	12.003	0.118	-9.256
148.997	11.219	0.663	1.500	12.581	0.120	-9.796
149.097	11.217	0.661	1.499	12.543	0.115	-10.735
149.197	11.219	0.664	1.501	12.546	0.120	-11.496
149.297	11.219	0.663	1.500	12.292	0.114	-12.032
149.397	11.220	0.664	1.501	13.378	0.107	-12.335
149.498	11.218	0.662	1.500	12.472	0.118	-12.501
149.597	11.220	0.664	1.502	12.763	0.114	-12.338
149.697	11.220	0.665	1.501	12.294	0.114	-12.802
149.797	11.222	0.666	1.502	12.693	0.114	-12.994
149.898	11.221	0.666	1.501	12.006	0.120	-13.171
149.997	11.222	0.666	1.501	12.223	0.112	-13.099
150.097	11.222	0.666	1.500	12.187	0.120	-13.593
150.197	11.222	0.666	1.500	11.898	0.099	-14.004
150.298	11.223	0.667	1.502	12.079	0.108	-14.882
150.397	11.221	0.665	1.500	12.728	0.110	-15.586
150.498	11.223	0.667	1.501	12.441	0.114	-15.860
150.597	11.224	0.668	1.502	12.442	0.106	-15.866
150.698	11.220	0.664	1.498	12.835	0.114	-15.347
150.797	11.221	0.665	1.502	12.366	0.116	-15.466
150.898	11.220	0.665	1.500	12.222	0.109	-15.159
150.997	11.224	0.668	1.503	12.912	0.110	-15.014
151.097	11.220	0.664	1.499	12.474	0.107	-14.321
151.197	11.220	0.664	1.499	12.474	0.116	-13.879
151.297	11.218	0.662	1.497	12.725	0.118	-13.017
151.397	11.218	0.663	1.499	12.472	0.120	-13.111
151.497	11.218	0.663	1.499	12.617	0.118	-12.920
151.597	11.218	0.662	1.499	13.086	0.122	-13.337
151.697	11.217	0.661	1.499	12.471	0.122	-13.401
151.798	11.218	0.662	1.500	12.291	0.118	-13.228
151.898	11.218	0.663	1.500	12.364	0.120	-12.199
151.997	11.220	0.665	1.502	11.896	0.127	-10.412
152.097	11.221	0.665	1.502	12.584	0.131	-8.969
152.197	11.219	0.663	1.500	12.582	0.133	-7.187
152.297	11.221	0.666	1.502	12.331	0.142	-5.944
152.398	11.220	0.665	1.501	12.149	0.144	-4.852
152.498	11.221	0.665	1.501	12.439	0.140	-3.578
152.597	11.222	0.666	1.501	12.114	0.133	-2.817
152.697	11.221	0.665	1.500	12.113	0.144	-1.825
152.797	11.220	0.665	1.499	12.330	0.144	-1.352
152.898	11.222	0.666	1.500	12.368	0.136	-0.623
152.997	11.221	0.665	1.500	12.439	0.129	0.121
153.097	11.221	0.665	1.501	12.801	0.129	1.001
153.198	11.218	0.663	1.498	12.436	0.135	2.176
153.298	11.218	0.663	1.498	12.292	0.141	2.998
153.397	11.219	0.664	1.499	12.329	0.137	4.255
153.497	11.218	0.662	1.499	12.327	0.148	5.687
153.597	11.218	0.663	1.500	12.219	0.148	7.480
153.697	11.218	0.662	1.500	12.400	0.139	9.179
153.797	11.219	0.663	1.500	12.039	0.146	11.038
153.897	11.219	0.663	1.500	12.003	0.148	12.454
153.998	11.218	0.663	1.500	11.497	0.150	13.463
154.098	11.217	0.661	1.498	12.687	0.145	13.492
154.197	11.216	0.660	1.498	12.542	0.128	14.174
154.298	11.218	0.663	1.500	10.991	0.137	14.972
154.397	11.218	0.662	1.499	12.363	0.143	16.160
154.498	11.217	0.661	1.498	12.254	0.141	17.057
154.597	11.217	0.661	1.499	11.965	0.132	18.127
154.697	11.219	0.663	1.500	12.003	0.126	18.558
154.798	11.219	0.664	1.500	12.510	0.137	18.713
154.898	11.218	0.662	1.499	12.364	0.128	18.899
154.997	11.217	0.661	1.497	12.905	0.132	19.168
155.097	11.219	0.663	1.500	12.653	0.133	19.482
155.197	11.218	0.662	1.499	12.507	0.128	19.499
155.298	11.218	0.662	1.500	12.978	0.124	19.598
155.397	11.218	0.663	1.500	12.472	0.126	20.186
155.497	11.219	0.663	1.500	12.364	0.131	21.003
155.597	11.218	0.663	1.500	12.400	0.135	21.564
155.697	11.218	0.662	1.500	12.291	0.135	21.699
155.798	11.218	0.663	1.500	12.581	0.126	21.593
155.897	11.218	0.662	1.499	12.327	0.128	20.917
155.997	11.218	0.663	1.500	12.725	0.126	20.888
156.097	11.219	0.663	1.500	12.437	0.122	20.404
156.197	11.218	0.662	1.501	12.508	0.126	20.113
156.297	11.219	0.663	1.501	12.473	0.120	19.000
156.397	11.218	0.662	1.500	12.472	0.124	18.210
156.497	11.218	0.662	1.499	12.038	0.116	17.523
156.597	11.217	0.661	1.499	12.579	0.113	17.500
156.697	11.219	0.663	1.500	12.690	0.111	17.529
156.798	11.217	0.661	1.500	12.182	0.120	16.825
156.897	11.218	0.662	1.500	12.183	0.111	16.399
156.997	11.217	0.661	1.499	12.832	0.117	16.688
157.097	11.217	0.661	1.500	12.254	0.147	16.317
157.197	11.217	0.661	1.499	12.543	0.122	14.977
157.297	11.217	0.661	1.499	12.471	0.132	13.660
157.397	11.217	0.661	1.499	12.940	0.113	11.866
157.497	11.217	0.661	1.498	12.398	0.107	10.638
157.597	11.217	0.661	1.499	12.470	0.100	9.458
157.697	11.217	0.661	1.498	12.326	0.100	8.529
157.798	11.216	0.660	1.497	12.903	0.100	7.461
157.897	11.216	0.660	1.498	12.686	0.109	6.563
157.998	11.217	0.661	1.498	12.434	0.107	5.672
158.098	11.217	0.661	1.499	12.326	0.098	5.273
158.197	11.217	0.661	1.499	12.506	0.107	4.689
158.297	11.216	0.660	1.498	12.181	0.096	4.402
158.397	11.218	0.662	1.500	12.436	0.105	3.890
158.498	11.213	0.657	1.495	12.249	0.102	3.310
158.597	11.214	0.659	1.498	13.226	0.106	2.485
158.697	11.215	0.659	1.498	11.999	0.098	1.810
158.797	11.215	0.659	1.498	12.324	0.111	1.106
158.897	11.211	0.655	1.496	12.464	0.108	0.521
158.997	11.213	0.657	1.499	12.683	0.102	-0.207
159.097	11.215	0.659	1.500	12.793	0.106	-1.072
159.198	11.217	0.661	1.501	12.615	0.107	-2.267
159.299	11.217	0.661	1.500	12.579	0.105	-3.392
159.397	11.217	0.661	1.500	12.724	0.107	-4.749
159.497	11.217	0.661	1.500	12.399	0.105	-5.772
159.597	11.218	0.663	1.503	12.039	0.094	-6.920
159.697	11.217	0.661	1.499	12.868	0.094	-7.662
159.797	11.214	0.659	1.497	12.901	0.094	-8.155
159.897	11.216	0.660	1.499	12.180	0.115	-7.836
159.997	11.211	0.656	1.496	12.212	0.123	-8.028
160.098	11.212	0.657	1.497	13.621	0.110	-8.703
160.198	11.215	0.659	1.499	12.360	0.113	-9.849
160.298	11.210	0.654	1.495	12.246	0.148	-10.260
160.398	11.216	0.660	1.501	12.614	0.107	-11.095
160.497	11.215	0.659	1.501	12.866	0.126	-10.933
160.597	11.216	0.660	1.500	12.686	0.121	-11.095
160.697	11.218	0.662	1.501	12.724	0.132	-10.087
160.797	11.217	0.661	1.500	13.157	0.130	-10.428
160.896	11.218	0.662	1.502	12.002	0.132	-10.490
160.997	11.218	0.662	1.502	12.111	0.120	-11.622
161.098	11.218	0.663	1.502	12.003	0.116	-11.313
161.197	11.218	0.662	1.501	11.930	0.120	-11.897
161.298	11.219	0.663	1.502	12.292	0.131	-11.412
161.397	11.219	0.664	1.502	12.112	0.124	-12.108
161.497	11.219	0.664	1.502	12.148	0.107	-12.831
161.597	11.219	0.663	1.501	11.569	0.116	-13.638
161.696	11.219	0.663	1.502	12.220	0.107	-13.973
161.797	11.219	0.664	1.501	12.401	0.111	-14.668
161.898	11.219	0.664	1.503	12.329	0.105	-14.369
161.997	11.218	0.663	1.501	11.750	0.128	-13.901
162.097	11.217	0.661	1.500	12.363	0.109	-13.718
162.197	11.218	0.662	1.500	12.436	0.098	-13.267
162.297	11.219	0.663	1.501	12.798	0.096	-13.638
162.398	11.219	0.663	1.501	12.148	0.107	-12.560
162.497	11.219	0.663	1.501	12.618	0.107	-12.434
162.597	11.218	0.663	1.500	12.761	0.107	-11.820
162.697	11.219	0.663	1.501	12.545	0.113	-10.887
162.797	11.219	0.663	1.500	13.160	0.109	-10.600
162.898	11.219	0.663	1.500	11.280	0.139	-10.576
162.997	11.218	0.663	1.500	12.256	0.118	-11.124
163.097	11.218	0.662	1.499	12.508	0.122	-11.585
163.197	11.218	0.662	1.500	12.399	0.115	-9.783
163.297	11.217	0.661	1.499	12.435	0.120	-9.956
163.397	11.218	0.662	1.500	12.544	0.115	-9.235
163.497	11.218	0.662	1.500	12.472	0.137	-9.012
163.597	11.219	0.663	1.501	12.220	0.120	-8.300
163.697	11.218	0.662	1.499	12.689	0.141	-7.108
163.797	11.219	0.664	1.501	12.076	0.126	-5.793
163.897	11.219	0.663	1.502	12.473	0.146	-4.754
163.997	11.218	0.662	1.500	12.580	0.135	-3.908
164.097	11.218	0.662	1.500	12.399	0.143	-2.840
164.197	11.219	0.663	1.501	12.618	0.124	-2.209
164.297	11.217	0.661	1.499	12.398	0.134	-1.563
164.397	11.218	0.662	1.501	12.038	0.137	-1.014
164.496	11.220	0.664	1.502	12.221	0.135	-0.411
164.597	11.219	0.664	1.501	12.401	0.133	0.242
164.697	11.219	0.663	1.501	13.340	0.135	0.131
164.797	11.219	0.663	1.502	12.292	0.126	0.194
164.897	11.218	0.662	1.500	12.291	0.128	0.411
164.997	11.219	0.663	1.500	12.365	0.133	1.605
165.097	11.219	0.663	1.500	12.545	0.133	1.716
165.197	11.219	0.663	1.501	12.545	0.122	2.355
165.296	11.218	0.662	1.500	12.291	0.124	2.673
165.397	11.219	0.664	1.501	12.257	0.122	3.187
165.497	11.218	0.662	1.500	11.894	0.122	4.121
165.597	11.220	0.664	1.501	12.257	0.122	5.087
165.698	11.218	0.663	1.500	12.111	0.124	5.384
165.797	11.218	0.663	1.500	12.364	0.118	6.127
165.897	11.219	0.663	1.501	12.220	0.143	7.464
165.997	11.219	0.664	1.502	12.329	0.148	8.646
166.097	11.219	0.664	1.501	12.184	0.158	9.953
166.197	11.218	0.662	1.500	12.436	0.145	10.794
166.297	11.222	0.666	1.502	12.332	0.144	11.788
166.397	11.218	0.663	1.499	12.328	0.118	11.649
166.496	11.219	0.664	1.501	12.293	0.122	11.688
166.596	11.218	0.663	1.499	12.183	0.109	11.360
166.697	11.218	0.663	1.499	12.147	0.131	12.321
166.797	11.218	0.662	1.499	12.255	0.115	12.407
166.897	11.220	0.664	1.501	12.257	0.126	13.130
166.997	11.220	0.664	1.500	12.257	0.129	13.800
167.097	11.220	0.664	1.501	11.679	0.122	14.400
167.197	11.219	0.663	1.500	11.895	0.126	14.945
167.298	11.219	0.663	1.500	12.076	0.116	15.526
167.397	11.219	0.664	1.501	12.473	0.116	15.401
167.497	11.219	0.664	1.499	12.726	0.118	15.476
167.597	11.219	0.664	1.501	12.184	0.131	15.293
167.698	11.220	0.664	1.501	12.474	0.129	15.378
167.797	11.220	0.664	1.500	12.438	0.126	15.982
167.897	11.219	0.663	1.499	12.545	0.128	15.751
167.997	11.219	0.663	1.499	12.509	0.120	15.690
168.097	11.220	0.664	1.499	12.655	0.122	15.910
168.198	11.220	0.664	1.500	12.076	0.116	16.183
168.297	11.218	0.662	1.498	12.616	0.126	16.348
168.396	11.219	0.664	1.500	12.365	0.131	16.737
168.497	11.220	0.664	1.501	12.438	0.133	17.159
168.597	11.219	0.664	1.500	12.943	0.116	17.423
168.698	11.219	0.664	1.500	12.076	0.131	17.770
168.797	11.218	0.662	1.499	12.508	0.120	16.988
168.897	11.219	0.663	1.499	12.437	0.118	16.921
168.998	11.219	0.664	1.499	12.582	0.118	16.740
169.097	11.218	0.663	1.498	12.436	0.113	16.570
169.197	11.218	0.662	1.497	12.688	0.113	16.202
169.297	11.216	0.660	1.497	12.217	0.117	15.752
169.397	11.216	0.660	1.499	12.398	0.113	15.127
169.497	11.217	0.661	1.500	12.579	0.102	14.560
169.597	11.217	0.661	1.500	11.351	0.117	14.450
169.697	11.217	0.661	1.499	13.013	0.115	14.455
169.797	11.217	0.661	1.499	12.181	0.107	14.636
169.897	11.216	0.660	1.499	12.361	0.119	14.555
169.997	11.217	0.661	1.499	12.253	0.111	14.814
170.096	11.218	0.662	1.500	12.580	0.120	14.201
170.197	11.219	0.663	1.501	12.653	0.126	14.450
170.297	11.219	0.664	1.501	11.931	0.120	14.060
170.398	11.218	0.662	1.501	12.363	0.113	13.351
170.498	11.219	0.663	1.501	12.256	0.122	12.044
170.598	11.218	0.662	1.500	12.291	0.118	10.756
170.698	11.218	0.662	1.501	12.544	0.107	9.525
170.797	11.218	0.663	1.501	12.472	0.113	8.776
170.898	11.218	0.662	1.501	12.580	0.107	7.909
170.997	11.218	0.662	1.501	12.471	0.111	6.869
171.097	11.218	0.662	1.500	12.472	0.103	6.206
171.198	11.218	0.662	1.500	12.508	0.109	5.607
171.297	11.218	0.663	1.501	12.906	0.101	4.893
171.398	11.218	0.662	1.501	12.219	0.111	4.579
171.497	11.219	0.663	1.502	12.582	0.096	4.073
171.598	11.217	0.661	1.499	12.326	0.096	3.221
171.698	11.218	0.662	1.500	12.327	0.101	1.948
171.798	11.218	0.662	1.500	12.255	0.115	0.875
171.896	11.218	0.662	1.500	12.580	0.083	-0.574
171.998	11.219	0.663	1.502	12.509	0.094	-1.664
172.097	11.219	0.664	1.501	12.763	0.126	-2.252
172.198	11.218	0.663	1.499	12.400	0.090	3.279
172.298	11.218	0.662	1.499	12.363	-0.017	7.961
172.397	11.217	0.661	1.499	12.182	0.094	10.302
172.498	11.220	0.664	1.501	12.474	0.032	10.809
172.597	11.219	0.664	1.501	12.293	0.071	10.787
172.698	11.220	0.664	1.500	13.016	0.030	7.607
172.798	11.219	0.663	1.499	11.895	0.096	5.893
172.897	11.218	0.663	1.498	12.870	0.090	1.607
172.998	11.218	0.662	1.499	13.014	0.175	-2.554
173.097	11.219	0.663	1.500	12.364	0.118	-5.832
173.198	11.219	0.663	1.501	12.617	0.158	-6.249
173.297	11.219	0.663	1.500	12.401	0.118	-7.524
173.397	11.219	0.663	1.500	12.545	0.126	-6.871
173.498	11.219	0.663	1.500	12.509	0.124	-7.860
173.598	11.219	0.664	1.501	12.220	0.141	-8.736
173.698	11.218	0.663	1.500	12.653	0.137	-9.578
173.798	11.219	0.664	1.501	12.293	0.135	-9.565
173.897	11.218	0.663	1.500	12.147	0.128	-10.220
173.997	11.220	0.664	1.503	12.763	0.116	-10.662
174.097	11.218	0.662	1.499	11.930	0.118	-11.054
174.198	11.217	0.661	1.498	12.941	0.103	-10.847
174.298	11.219	0.663	1.500	12.220	0.137	-10.564
174.396	11.218	0.663	1.500	12.653	0.120	-10.762
174.496	11.217	0.661	1.499	12.868	0.130	-10.854
174.596	11.218	0.662	1.500	12.906	0.126	-11.225
174.698	11.217	0.661	1.498	12.434	0.117	-11.102
174.797	11.218	0.663	1.501	12.689	0.122	-11.114
174.898	11.218	0.662	1.500	12.544	0.118	-10.984
174.998	11.218	0.663	1.500	13.123	0.116	-11.581
175.097	11.218	0.663	1.502	12.292	0.116	-11.758
175.198	11.218	0.662	1.500	12.617	0.113	-12.782
175.298	11.218	0.662	1.501	12.219	0.107	-12.956
175.398	11.218	0.663	1.502	12.003	0.103	-13.179
175.498	11.218	0.662	1.501	12.797	0.113	-13.454
175.597	11.217	0.661	1.500	12.326	0.107	-13.078
175.698	11.217	0.661	1.500	12.290	0.111	-12.716
175.796	11.218	0.663	1.502	12.509	0.105	-12.435
175.896	11.218	0.662	1.501	12.653	0.111	-12.603
175.998	11.218	0.663	1.501	12.364	0.116	-11.939
176.098	11.218	0.662	1.500	12.111	0.103	-11.888
176.197	11.219	0.664	1.502	12.654	0.118	-11.199
176.297	11.221	0.665	1.502	12.222	0.084	-10.971
176.398	11.220	0.664	1.502	12.076	0.139	-9.832
176.497	11.219	0.663	1.502	11.533	0.084	-9.852
176.597	11.220	0.664	1.501	12.691	0.156	-9.616
176.698	11.219	0.663	1.501	12.365	0.124	-9.509
176.796	11.219	0.663	1.500	12.582	0.118	-9.887
176.897	11.217	0.661	1.499	12.507	0.154	-9.613
176.997	11.220	0.665	1.502	12.402	0.071	-9.783
177.097	11.220	0.664	1.502	11.715	0.139	-9.520
177.197	11.220	0.664	1.501	12.185	0.112	-7.587
177.297	11.227	0.671	1.506	12.409	0.100	-7.446
177.397	11.228	0.672	1.507	12.953	0.148	-5.843
177.498	11.226	0.670	1.503	12.408	0.132	-5.299
