	1	2	4	8	16	32	64
1	141.55	141.05	140.88	138.93	138.50	137.71	134.75
2	142.24	143.39	143.14	141.13	140.38	138.66	134.50
4	186.18	185.63	184.55	183.07	181.06	179.02	169.86
8	225.84	224.78	220.32	222.05	220.95	210.08	206.46
16	288.07	291.80	281.42	286.73	285.09	280.06	269.42
32	790.66	775.41	784.37	782.16	774.69	768.27	740.22
64	2176.42	2189.36	2197.21	2136.97	2177.19	2162.10	2023.66
