run 0						
time	Power PSU	Power SATA	Power PCIe	Power Memory		
44.299	25.759	3.375	0.701	0.095
44.399	32.315	4.621	0.833	0.320
44.499	24.154	4.352	0.728	0.336
44.599	29.884	4.592	0.699	0.146
44.701	39.715	3.916	0.951	1.413
44.799	37.630	3.575	0.901	0.208
44.899	39.969	5.006	0.819	1.697
45.000	23.866	3.503	0.668	0.185
45.100	46.049	3.017	0.899	1.981
45.199	33.527	3.823	0.951	0.239
45.300	75.566	4.352	1.232	1.523
45.400	34.007	3.977	0.998	1.726
45.499	37.259	4.474	0.945	0.316
45.600	36.695	5.136	0.961	0.750
45.699	39.204	3.373	0.942	1.661
45.799	41.088	4.790	0.942	0.718
45.899	39.487	4.023	0.960	1.923
45.999	29.168	4.020	0.842	0.168
46.099	38.144	4.434	0.872	1.032
46.199	36.881	4.440	0.952	1.363
46.300	58.261	4.403	1.049	1.054
46.399	28.550	3.831	0.861	0.226
46.499	32.870	4.262	0.821	0.505
46.600	28.569	2.637	0.910	0.283
46.700	35.770	5.518	0.964	0.480
46.799	30.494	4.090	0.760	0.235
46.899	35.231	3.158	0.952	0.075
46.999	29.299	2.616	0.690	0.611
47.099	39.684	3.666	0.992	0.491
47.199	39.258	4.328	1.051	0.939
47.299	25.367	3.266	0.830	0.131
47.399	32.285	4.055	0.805	0.171
47.499	58.857	3.686	1.007	0.958
47.600	35.664	4.304	0.709	0.342
47.699	36.845	4.326	0.905	2.097
47.800	36.924	4.602	0.879	0.247
47.899	39.135	4.210	0.891	1.227
47.999	32.384	4.376	0.795	0.255
48.099	44.400	4.971	0.938	0.832
48.200	37.651	3.506	0.934	1.805
48.299	29.259	4.627	0.788	0.868
48.399	43.595	4.487	0.904	1.205
48.499	37.303	3.557	1.060	1.623
48.599	25.764	4.639	0.643	0.146
48.699	34.470	3.831	0.904	1.360
48.800	30.876	4.070	0.673	0.290
48.899	38.295	2.725	0.989	3.121
48.999	40.253	5.467	1.002	2.343
49.099	35.438	3.595	0.920	1.709
49.199	40.074	5.427	0.961	1.003
49.299	28.075	3.840	0.777	0.326
49.399	38.715	4.941	0.889	0.033
49.500	30.760	4.462	0.804	0.351
49.599	27.677	3.154	0.755	0.255
49.699	33.988	4.143	1.046	1.772
49.799	29.963	3.485	0.796	0.421
49.900	42.860	5.354	1.020	1.630
49.999	41.250	4.128	0.945	2.070
50.099	32.026	3.874	0.769	0.512
50.199	33.379	3.796	0.908	0.886
50.299	28.857	3.801	0.652	0.239
50.399	38.348	5.183	0.902	0.563
50.499	40.013	3.987	0.938	0.900
50.599	39.086	5.004	1.085	1.005
50.699	41.477	5.270	1.022	2.317
50.799	38.664	2.939	0.878	0.058
50.900	41.830	3.621	0.894	1.063
