run 0						
time	Power PSU	Power SATA	Power PCIe	Power Memory		
45.799	47.026	2.497	4.243	1.025
45.899	46.169	2.562	3.469	1.767
45.999	58.567	2.125	3.412	1.563
46.099	54.659	2.209	4.464	1.588
46.199	53.636	1.677	4.201	1.910
46.298	51.365	1.921	4.537	0.578
46.399	57.226	1.759	4.452	0.896
46.499	55.252	2.255	4.787	0.559
46.599	51.814	2.524	4.647	1.090
46.698	53.943	2.478	4.758	1.178
46.798	57.388	2.964	4.148	1.133
46.899	56.788	2.855	4.221	0.912
46.999	46.413	2.890	3.157	0.658
47.098	49.929	3.214	3.020	0.596
47.199	55.149	3.227	4.558	0.968
47.299	49.969	3.230	3.645	1.184
47.399	47.167	3.218	4.104	1.395
47.499	54.705	3.035	4.832	1.302
47.600	53.564	2.771	3.290	1.382
47.699	48.910	2.313	3.947	0.727
47.798	54.094	2.351	4.246	1.276
47.899	49.293	2.046	3.217	1.467
47.999	53.029	2.055	4.651	1.578
48.098	51.366	1.748	4.519	1.876
48.198	51.020	2.049	3.540	1.718
48.299	55.765	1.910	4.072	1.473
48.399	54.798	2.473	4.188	1.828
48.499	55.448	2.368	3.097	1.546
48.599	51.744	2.738	4.429	1.571
48.699	50.121	2.781	3.873	1.521
48.799	57.269	3.051	4.646	1.576
48.899	56.995	2.896	3.622	1.692
48.998	59.497	3.307	4.658	0.765
49.099	61.199	3.541	3.583	1.056
49.198	48.622	3.336	4.856	0.494
49.299	55.394	3.183	3.223	1.104
49.399	49.937	3.215	4.322	0.758
49.499	52.393	2.999	4.506	0.763
49.599	48.133	2.604	4.438	0.765
49.699	51.892	2.738	3.064	0.776
49.799	65.536	2.528	3.808	0.878
49.899	61.561	2.143	4.568	1.012
49.999	49.024	1.994	3.930	1.008
50.099	51.881	1.772	3.706	1.373
50.198	55.076	1.851	4.566	1.488
50.299	58.856	2.672	3.218	1.394
50.399	63.376	2.579	3.567	1.193
50.499	51.161	2.350	4.381	0.990
50.599	56.313	2.571	3.234	1.239
50.698	54.196	2.994	3.250	1.229
50.799	52.149	3.091	3.351	1.160
50.899	53.577	3.657	4.314	0.924
50.999	48.342	3.423	4.292	0.313
51.099	43.821	3.592	4.249	0.699
51.199	52.867	3.269	3.556	1.022
51.299	49.859	3.024	3.113	1.258
51.399	53.591	2.607	3.176	1.826
51.499	51.912	2.505	3.086	1.797
51.599	48.073	2.331	4.511	1.363
51.699	50.619	1.973	3.376	1.060
51.799	45.822	1.665	4.127	1.796
51.899	53.032	1.830	4.262	1.975
51.999	50.201	1.930	3.533	1.770
52.099	51.339	2.002	4.150	0.918
52.199	46.854	2.285	3.612	0.816
52.299	56.564	2.236	3.441	0.843
52.399	48.983	2.616	3.129	0.441
52.499	52.731	2.987	3.375	1.217
52.598	51.757	3.360	3.386	0.824
52.700	53.675	2.914	3.758	0.732
52.799	49.961	2.724	3.158	0.682
52.898	54.319	3.234	4.287	0.872
52.999	49.790	3.090	4.431	1.073
53.099	48.113	2.906	3.190	1.276
53.199	47.097	2.956	4.607	1.183
53.299	45.506	2.500	4.280	1.575
53.399	49.156	2.850	3.159	1.683
53.499	44.593	2.241	4.638	1.357
53.599	51.009	2.184	4.666	1.265
53.699	44.842	1.997	3.592	1.574
53.799	53.940	1.973	3.328	1.621
53.899	51.309	1.615	4.115	2.540
53.999	43.510	1.873	4.171	1.951
