	1	2	4	8	16	32	64
1	24.72	45.87	82.41	84.32	91.58	111.50	169.51
2	39.76905	81.54235	148.79	162.64	184.91	223.60	343.37
4	77.0061	162.94384	306.63	352.78	431.06	521.08	732.67
8	169.03265	355.00927	659.28	800.56	1092.30	1313.59	1769.04
16	379.23839000000004	804.43	1472.78	2009.17	3084.57	4131.79	5624.45
32	956.128	2401.61	3643.20	5802.08	10105.66	16164.68	22399.62
64	6019.69	8019.71	10815.79	19641.93	36677.64	64566.49	92977.64
