run 0						
time	Power PSU	Power SATA	Power PCIe	Power Memory		
43.100	64.472	3.712	4.809	2.060
43.200	62.839	3.464	3.289	1.348
43.300	60.127	3.015	4.429	1.482
43.400	64.041	3.342	3.548	1.657
43.499	66.944	3.037	3.731	2.227
43.601	65.643	2.720	3.889	2.028
43.700	64.825	2.686	3.869	0.964
43.801	59.313	1.831	4.706	0.764
43.900	61.681	1.912	5.037	0.915
44.000	63.315	2.170	3.601	0.768
44.100	62.938	1.779	4.066	0.677
44.199	60.123	2.184	3.194	0.599
44.300	59.146	2.256	4.587	0.682
44.400	71.272	2.453	5.814	1.952
44.500	48.366	2.777	4.398	1.454
44.600	55.826	2.813	8.134	1.121
44.700	62.452	3.040	4.591	1.141
44.799	67.016	2.889	4.805	1.976
44.900	59.967	3.433	4.992	1.810
45.000	63.578	3.490	4.560	1.440
45.101	64.914	3.543	4.060	1.454
45.200	66.705	3.436	3.864	1.675
45.299	65.850	3.133	4.248	1.785
45.399	62.661	2.728	4.782	2.358
45.500	60.486	2.554	4.474	2.302
45.600	59.619	2.346	3.732	2.220
45.700	58.001	3.410	3.589	1.603
45.800	55.945	2.155	4.816	1.656
45.900	57.526	1.789	4.926	1.663
46.000	67.841	2.123	4.739	1.950
46.100	62.216	2.366	4.672	1.765
46.200	62.614	1.859	4.741	1.868
46.300	59.382	2.605	4.098	1.554
46.399	67.262	2.430	3.632	1.052
46.500	68.689	2.590	4.538	1.318
46.600	65.662	2.770	3.336	1.270
46.701	62.742	3.109	4.392	0.844
46.800	62.462	3.447	3.548	0.600
46.899	66.226	4.009	4.641	0.854
46.999	64.679	3.356	4.978	0.911
47.100	69.787	2.935	4.889	1.234
47.200	53.949	2.944	4.540	1.258
47.300	57.614	2.792	4.646	1.159
47.399	57.057	2.501	3.277	1.328
47.499	57.972	2.872	3.458	1.951
47.599	52.752	2.448	4.428	1.414
47.700	55.428	2.080	4.393	1.540
47.800	59.822	1.613	3.444	1.311
47.900	61.562	2.035	3.616	1.754
48.000	58.961	1.850	3.454	1.517
48.100	60.350	2.302	4.505	1.161
48.200	65.776	2.363	4.857	0.776
48.300	66.214	2.518	4.345	1.058
48.400	70.561	2.724	3.683	1.183
48.500	63.419	2.865	4.801	1.354
48.599	68.372	1.659	4.031	1.240
48.700	65.205	3.172	3.699	1.637
48.799	64.712	3.502	3.725	1.495
48.900	58.144	3.338	4.156	1.566
49.000	65.580	3.198	4.142	1.646
49.099	50.064	2.964	3.753	1.547
49.200	66.619	3.013	3.320	1.797
49.300	55.889	2.563	3.498	1.206
49.400	58.468	2.547	3.474	1.015
49.500	58.708	2.206	3.774	0.713
49.598	56.127	2.244	4.588	0.801
49.699	50.846	1.654	4.280	0.985
49.800	56.025	1.981	4.358	0.797
49.899	54.192	1.739	3.668	0.700
49.999	60.550	1.849	3.787	1.126
50.099	60.316	2.160	3.984	1.097
50.200	59.515	2.410	3.369	0.975
50.300	61.194	2.507	3.800	1.619
50.399	67.604	3.029	3.544	1.759
50.499	61.448	3.317	4.037	1.679
50.600	54.815	3.144	4.759	1.903
50.700	57.678	3.386	4.149	1.357
50.800	53.367	3.504	4.151	1.744
50.899	49.944	3.103	4.603	1.802
50.999	54.687	3.494	3.961	2.094
51.099	53.400	2.849	3.271	1.828
51.200	55.178	2.345	3.304	1.582
51.299	56.365	2.568	4.791	1.503
51.400	57.469	2.252	3.797	1.047
51.500	61.862	3.430	3.089	1.586
51.600	55.662	2.152	4.791	1.327
51.700	61.001	1.858	4.397	1.344
51.799	56.859	1.806	3.528	1.402
51.900	55.579	2.189	4.911	1.027
51.999	59.042	2.167	4.792	0.837
52.100	64.145	2.865	4.483	0.677
52.198	59.960	2.413	3.594	1.042
52.300	59.669	2.682	4.017	1.034
52.400	57.406	3.157	4.305	0.664
52.500	52.662	3.389	4.608	1.094
52.600	58.570	3.394	3.490	1.161
52.700	58.453	3.911	3.941	0.806
52.799	59.777	3.029	4.453	0.936
52.900	55.686	2.992	4.594	1.794
53.000	56.163	2.704	3.742	1.764
53.099	50.059	2.809	3.971	1.948
53.200	53.033	2.763	4.768	1.981
53.300	56.702	2.629	4.930	0.980
53.400	52.906	2.240	6.440	1.803
53.500	45.536	1.995	6.823	1.929
53.599	51.289	2.128	6.196	1.667
53.699	50.822	2.027	4.318	1.160
53.800	59.668	1.630	4.763	1.168
53.900	64.635	2.230	4.175	1.253
54.000	63.632	2.474	5.035	1.430
54.098	64.206	2.427	4.913	1.696
54.200	61.493	2.839	4.871	1.937
54.299	64.468	3.146	3.816	1.914
54.400	59.377	3.702	4.374	1.530
54.499	55.818	3.461	3.198	1.498
