	1	2	4	8	16	32	64
1	94767.08	88543.91	46911.31	23473.95	11723.26	5768.72	2933.48
2	68228.84	34745.33	17678.92	8881.47	4304.07	2150.71	1111.17
4	58589.28	30554.78	14813.20	7580.55	3855.53	1838.97	978.09
8	71027.32	36309.05	18585.46	9007.12	4699.84	2428.72	1208.28
16	77568.58	39158.26	19758.66	9749.16	5078.18	2735.72	1349.68
32	172269.42	87633.49	43682.33	21613.31	11007.61	5644.62	2915.93
64	135967.15	67743.02	32162.01	16669.07	10238.07	5774.63	5442.68
