run 0						
time	Power PSU	Power SATA	Power PCIe	Power Memory		
35.399	40.972	5.644	0.924	1.353
35.498	38.197	5.084	0.896	2.010
35.599	41.516	3.166	0.859	1.964
35.699	44.908	3.428	1.001	1.647
35.798	46.520	4.448	0.834	1.328
35.898	44.958	3.963	0.897	1.403
35.999	42.567	4.432	0.953	1.566
36.099	36.860	2.905	0.809	1.270
36.199	43.148	4.410	0.952	1.766
36.298	39.928	3.879	0.839	1.988
36.398	42.618	3.454	0.824	1.787
36.499	42.069	4.903	0.867	1.007
36.599	41.786	3.479	0.849	1.157
36.699	36.696	3.491	0.946	0.964
36.800	38.713	4.422	0.848	1.104
36.899	39.303	3.939	0.939	0.992
36.999	36.880	3.484	0.845	0.977
37.099	42.514	4.347	0.969	0.794
37.200	41.056	3.165	0.896	0.961
37.298	38.151	3.414	0.864	0.825
37.398	39.387	3.288	0.741	0.857
37.499	38.241	4.533	0.884	1.398
37.599	40.931	3.283	0.814	1.409
37.698	43.535	4.206	1.041	1.566
37.799	43.686	3.481	0.951	1.253
37.898	46.892	3.556	0.958	1.241
37.998	45.617	2.988	0.974	1.368
38.100	46.984	4.298	0.914	1.323
38.199	44.504	3.134	0.871	1.228
38.298	47.752	3.694	0.976	1.531
38.398	44.577	4.903	0.860	1.173
38.499	42.041	4.504	0.978	1.108
38.599	39.228	4.282	0.883	1.113
38.698	38.844	3.515	0.930	1.240
38.800	46.859	4.778	0.959	0.959
38.900	40.260	4.153	0.888	1.876
39.000	45.134	4.069	0.887	2.009
39.099	46.743	4.870	0.933	1.617
39.200	41.494	4.147	0.860	1.017
39.299	44.625	3.279	0.858	1.614
39.399	39.380	3.720	0.887	2.174
39.500	42.980	3.703	0.904	1.794
39.598	42.110	3.430	0.891	1.383
39.700	40.432	2.377	0.912	1.007
39.798	41.102	4.208	0.829	0.993
39.899	44.356	3.767	1.001	1.009
39.999	42.490	4.893	0.886	0.846
40.099	45.873	3.517	0.854	0.988
40.199	44.578	5.005	0.914	0.877
40.298	43.665	3.043	0.828	0.649
40.399	44.169	4.360	0.948	1.016
40.500	39.998	3.951	0.871	1.205
40.599	42.207	3.584	0.785	0.821
40.699	40.886	4.216	0.840	1.020
40.799	52.134	3.750	0.867	1.448
40.899	42.252	4.864	0.853	1.714
40.999	43.945	3.205	0.943	2.017
41.099	42.091	4.471	0.863	1.340
41.199	38.087	4.111	0.911	1.364
41.298	42.891	3.014	0.822	1.832
41.399	39.338	3.858	0.992	1.670
41.499	39.834	4.415	0.921	2.319
41.598	40.451	3.898	0.830	2.133
41.698	42.225	3.335	0.854	2.028
41.798	40.348	4.942	0.818	1.981
41.899	38.223	5.171	0.729	1.624
41.999	40.399	4.558	0.854	1.460
42.098	36.090	4.846	0.838	1.312
42.199	39.898	3.301	0.858	1.557
42.300	40.478	5.139	0.944	1.391
42.399	46.857	3.589	0.922	1.272
42.499	42.086	3.644	0.828	0.779
42.599	48.911	3.853	0.949	1.008
42.699	42.671	3.536	0.869	1.025
42.799	32.487	4.382	0.712	1.087
42.898	37.387	4.504	0.854	0.860
42.998	37.346	5.112	0.729	1.099
43.098	46.490	3.738	0.871	0.851
43.199	46.474	4.253	0.941	0.849
43.299	38.820	5.044	0.808	0.909
43.398	44.404	3.396	0.902	1.149
43.498	40.130	3.442	0.762	1.200
43.599	37.919	3.425	0.871	1.347
43.699	47.474	4.649	0.954	1.733
43.798	42.140	5.132	1.008	1.929
43.899	39.516	3.823	0.811	1.414
43.999	41.346	3.541	0.910	1.498
44.098	47.162	5.433	0.872	1.660
44.198	37.851	4.281	0.945	1.234
44.298	38.359	3.243	0.796	1.503
44.398	34.164	5.244	0.844	1.126
44.498	60.657	2.713	1.022	0.668
44.600	43.207	5.122	0.927	0.800
44.699	46.118	4.532	0.859	1.427
44.799	47.978	3.769	0.918	1.365
44.899	48.400	3.804	0.841	1.798
45.000	43.994	3.516	0.922	1.887
45.098	42.323	5.034	0.915	1.502
45.199	35.956	3.022	0.818	1.198
45.299	37.550	4.687	0.873	1.479
45.398	35.272	3.155	0.779	1.404
45.498	41.382	4.008	1.001	1.710
45.598	43.511	4.422	0.831	1.077
45.699	40.058	4.273	0.833	0.879
45.799	41.386	4.989	0.848	0.653
45.898	38.955	4.060	0.896	0.884
45.998	40.368	4.717	0.837	0.842
46.099	36.613	4.424	0.736	0.945
46.198	37.202	4.155	0.895	0.551
46.298	40.117	4.817	0.849	0.568
46.399	42.484	2.867	0.779	0.654
46.498	37.616	6.643	0.860	0.979
46.600	36.137	3.568	0.876	1.266
